B3DB_RF_BBB-,B3DB_GraphSAGE_BBB-,BBBP_RF_BBB-,BBBP_GraphSAGE_BBB-,B3DB_RF_BBB+,B3DB_GraphSAGE_BBB+,BBBP_RF_BBB+,BBBP_GraphSAGE_BBB+
16.74 ,18.24 ,,,10.99 ,11.27 ,-0.14 ,1.18 
16.74 ,18.24 ,,,10.98 ,11.27 ,-0.18 ,1.15 
16.66 ,18.24 ,,,10.98 ,11.27 ,-0.20 ,1.14 
16.66 ,18.22 ,,,10.98 ,11.27 ,-0.20 ,1.11 
16.65 ,18.22 ,,,10.97 ,11.27 ,-0.21 ,1.10 
16.65 ,18.22 ,,,10.97 ,11.26 ,-0.22 ,1.10 
16.65 ,18.22 ,,,10.94 ,11.24 ,-0.22 ,1.08 
16.65 ,18.22 ,,,10.94 ,11.24 ,-0.23 ,1.07 
16.63 ,18.22 ,,,10.91 ,11.24 ,-0.27 ,1.07 
16.63 ,18.22 ,,,10.91 ,11.24 ,-0.27 ,1.05 
16.63 ,18.21 ,,,10.90 ,11.24 ,-0.27 ,1.04 
16.63 ,18.21 ,,,10.90 ,11.24 ,-0.32 ,1.03 
16.60 ,18.19 ,,,10.90 ,11.23 ,-0.32 ,1.00 
16.56 ,18.19 ,,,10.90 ,11.23 ,-0.34 ,0.96 
16.56 ,18.19 ,,,10.89 ,11.23 ,-0.34 ,0.95 
16.54 ,18.15 ,,,10.88 ,11.23 ,-0.34 ,0.94 
16.51 ,18.14 ,,,10.88 ,11.22 ,-0.38 ,0.90 
16.49 ,18.10 ,,,10.88 ,11.21 ,-0.38 ,0.89 
16.49 ,18.08 ,,,10.85 ,11.21 ,-0.39 ,0.89 
16.49 ,18.08 ,,,10.85 ,11.21 ,-0.46 ,0.89 
16.48 ,18.05 ,,,10.84 ,11.21 ,-0.46 ,0.89 
16.48 ,18.05 ,,,10.83 ,11.19 ,-0.48 ,0.88 
16.48 ,18.05 ,,,10.83 ,11.19 ,-0.49 ,0.81 
16.44 ,18.05 ,,,10.82 ,11.19 ,-0.50 ,0.81 
16.43 ,18.02 ,,,10.82 ,11.19 ,-0.50 ,0.80 
16.42 ,18.02 ,,,10.81 ,11.19 ,-0.52 ,0.80 
16.37 ,18.01 ,,,10.80 ,11.19 ,-0.53 ,0.80 
16.33 ,18.01 ,,,10.80 ,11.19 ,-0.57 ,0.75 
16.29 ,18.01 ,,,10.80 ,11.19 ,-0.62 ,0.71 
16.28 ,18.00 ,,,10.80 ,11.19 ,-0.63 ,0.70 
16.27 ,18.00 ,,,10.80 ,11.19 ,-0.64 ,0.70 
16.26 ,18.00 ,,,10.80 ,11.19 ,-0.68 ,0.67 
16.26 ,18.00 ,,,10.80 ,11.19 ,-0.72 ,0.67 
16.26 ,18.00 ,,,10.78 ,11.19 ,-0.72 ,0.64 
16.22 ,17.93 ,,,10.78 ,11.19 ,-0.73 ,0.62 
16.19 ,17.89 ,,,10.78 ,11.19 ,-0.74 ,0.62 
16.13 ,17.86 ,,,10.78 ,11.19 ,-0.76 ,0.61 
16.12 ,17.83 ,,,10.78 ,11.19 ,-0.81 ,0.59 
16.12 ,17.83 ,,,10.78 ,11.19 ,-0.83 ,0.59 
16.10 ,17.80 ,,,10.78 ,11.18 ,-0.87 ,0.56 
16.10 ,17.80 ,,,10.78 ,11.17 ,-0.93 ,0.55 
16.09 ,17.75 ,,,10.78 ,11.16 ,-0.96 ,0.53 
16.09 ,17.74 ,,,10.77 ,11.13 ,-0.96 ,0.51 
16.09 ,17.71 ,,,10.77 ,11.13 ,-0.97 ,0.45 
16.09 ,17.71 ,,,10.77 ,11.13 ,-0.98 ,0.43 
16.09 ,17.71 ,,,10.76 ,11.13 ,-1.01 ,0.34 
16.09 ,17.71 ,,,10.76 ,11.13 ,-1.09 ,0.34 
16.07 ,17.71 ,,,10.76 ,11.13 ,-1.17 ,0.26 
16.07 ,17.68 ,,,10.76 ,11.13 ,-1.17 ,0.25 
16.01 ,17.68 ,,,10.75 ,11.12 ,-1.21 ,0.20 
16.00 ,17.68 ,,,10.75 ,11.12 ,-1.21 ,0.20 
15.96 ,17.67 ,,,10.75 ,11.12 ,-1.22 ,0.20 
15.95 ,17.64 ,,,10.75 ,11.11 ,-1.22 ,0.20 
15.93 ,17.60 ,,,10.75 ,11.11 ,-1.22 ,0.14 
15.93 ,17.60 ,,,10.74 ,11.11 ,-1.23 ,0.10 
15.93 ,17.59 ,,,10.74 ,11.10 ,-1.25 ,0.09 
15.93 ,17.57 ,,,10.71 ,11.10 ,-1.26 ,0.09 
15.91 ,17.56 ,,,10.71 ,11.09 ,-1.27 ,0.04 
15.90 ,17.55 ,,,10.71 ,11.09 ,-1.27 ,0.02 
15.89 ,17.55 ,,,10.71 ,11.08 ,-1.27 ,0.04 
15.86 ,17.55 ,,,10.70 ,11.08 ,-1.27 ,0.07 
15.82 ,17.52 ,,,10.70 ,11.07 ,-1.30 ,0.07 
15.81 ,17.52 ,,,10.68 ,11.07 ,-1.30 ,0.08 
15.81 ,17.52 ,,,10.68 ,11.07 ,-1.31 ,0.10 
15.81 ,17.51 ,,,10.67 ,11.07 ,-1.34 ,0.11 
15.81 ,17.47 ,,,10.67 ,11.07 ,-1.37 ,0.19 
15.81 ,17.46 ,,,10.67 ,11.05 ,-1.38 ,0.19 
15.81 ,17.43 ,,,10.67 ,11.03 ,-1.38 ,0.23 
15.79 ,17.39 ,,,10.67 ,11.00 ,-1.40 ,0.44 
15.77 ,17.38 ,,,10.67 ,10.99 ,-1.40 ,0.46 
15.77 ,17.37 ,,,10.67 ,10.99 ,-1.40 ,0.46 
15.76 ,17.37 ,,,10.67 ,10.99 ,-1.41 ,0.47 
15.74 ,17.37 ,,,10.67 ,10.99 ,-1.41 ,0.52 
15.72 ,17.36 ,,,10.67 ,10.98 ,-1.42 ,0.53 
15.71 ,17.36 ,,,10.66 ,10.98 ,-1.43 ,0.54 
15.70 ,17.34 ,,,10.66 ,10.98 ,-1.43 ,0.54 
15.68 ,17.34 ,,,10.66 ,10.98 ,-1.44 ,0.57 
15.63 ,17.34 ,,,10.66 ,10.98 ,-1.45 ,0.57 
15.63 ,17.33 ,,,10.63 ,10.98 ,-1.46 ,0.63 
15.61 ,17.33 ,,,10.61 ,10.98 ,-1.46 ,0.67 
15.60 ,17.32 ,,,10.59 ,10.98 ,-1.47 ,0.68 
15.60 ,17.32 ,,,10.59 ,10.98 ,-1.48 ,0.68 
15.59 ,17.27 ,,,10.59 ,10.96 ,-1.50 ,0.73 
15.58 ,17.22 ,,,10.59 ,10.96 ,-1.50 ,0.75 
15.55 ,17.22 ,,,10.59 ,10.94 ,-1.50 ,0.80 
15.54 ,17.22 ,,,10.59 ,10.94 ,-1.50 ,0.81 
15.54 ,17.20 ,,,10.59 ,10.94 ,-1.53 ,0.82 
15.50 ,17.16 ,,,10.59 ,10.94 ,-1.55 ,0.82 
15.48 ,17.15 ,,,10.58 ,10.94 ,-1.55 ,0.83 
15.47 ,17.15 ,,,10.58 ,10.94 ,-1.55 ,0.86 
15.45 ,17.15 ,,,10.58 ,10.94 ,-1.56 ,0.90 
15.44 ,17.15 ,,,10.58 ,10.94 ,-1.56 ,0.92 
15.44 ,17.13 ,,,10.58 ,10.94 ,-1.57 ,1.00 
15.44 ,17.08 ,,,10.58 ,10.94 ,-1.58 ,1.02 
15.44 ,17.08 ,,,10.58 ,10.92 ,-1.58 ,1.05 
15.42 ,17.08 ,,,10.57 ,10.90 ,-1.60 ,1.05 
15.39 ,17.08 ,,,10.57 ,10.90 ,-1.61 ,1.09 
15.38 ,17.08 ,,,10.57 ,10.90 ,-1.63 ,1.10 
15.38 ,17.07 ,,,10.55 ,10.90 ,-1.64 ,1.14 
15.37 ,17.07 ,,,10.55 ,10.88 ,-1.65 ,1.16 
15.31 ,17.06 ,,,10.54 ,10.87 ,-1.65 ,1.20 
15.30 ,17.06 ,,,10.54 ,10.86 ,-1.67 ,1.34 
15.30 ,17.05 ,,,10.54 ,10.84 ,-1.69 ,1.35 
15.27 ,17.04 ,,,10.54 ,10.84 ,-1.73 ,1.35 
15.27 ,17.04 ,,,10.54 ,10.83 ,-1.73 ,1.35 
15.27 ,17.02 ,,,10.54 ,10.82 ,-1.74 ,1.35 
15.26 ,17.00 ,,,10.54 ,10.82 ,-1.74 ,1.35 
15.23 ,17.00 ,,,10.54 ,10.82 ,-1.75 ,1.35 
15.22 ,17.00 ,,,10.54 ,10.82 ,-1.75 ,1.35 
15.20 ,17.00 ,,,10.53 ,10.82 ,-1.76 ,1.38 
15.19 ,17.00 ,,,10.52 ,10.82 ,-1.78 ,1.38 
15.15 ,16.99 ,,,10.52 ,10.79 ,-1.81 ,1.43 
15.15 ,16.99 ,,,10.52 ,10.79 ,-1.83 ,1.43 
15.15 ,16.99 ,,,10.52 ,10.79 ,-1.85 ,1.44 
15.15 ,16.94 ,,,10.52 ,10.78 ,-1.85 ,1.47 
15.12 ,16.94 ,,,10.52 ,10.75 ,-1.88 ,1.64 
15.12 ,16.94 ,,,10.51 ,10.75 ,-1.90 ,1.70 
15.08 ,16.93 ,,,10.50 ,10.75 ,-1.93 ,1.70 
15.07 ,16.87 ,,,10.49 ,10.74 ,-1.94 ,1.74 
15.03 ,16.87 ,,,10.49 ,10.74 ,-1.97 ,1.76 
14.99 ,16.81 ,,,10.49 ,10.73 ,-1.99 ,1.79 
14.99 ,16.81 ,,,10.49 ,10.71 ,-2.06 ,1.83 
14.98 ,16.81 ,,,10.49 ,10.71 ,-2.08 ,1.86 
14.98 ,16.81 ,,,10.48 ,10.70 ,-2.08 ,1.88 
14.97 ,16.81 ,,,10.48 ,10.70 ,-2.09 ,1.95 
14.97 ,16.81 ,,,10.48 ,10.70 ,-2.11 ,2.03 
14.97 ,16.79 ,,,10.47 ,10.70 ,-2.13 ,2.03 
14.97 ,16.75 ,,,10.47 ,10.70 ,-2.13 ,2.03 
14.95 ,16.75 ,,,10.47 ,10.70 ,-2.17 ,2.06 
14.95 ,16.75 ,,,10.47 ,10.70 ,-2.22 ,2.07 
14.94 ,16.74 ,,,10.47 ,10.70 ,-2.33 ,2.08 
14.93 ,16.73 ,,,10.46 ,10.70 ,-2.33 ,2.09 
14.93 ,16.72 ,,,10.44 ,10.70 ,-2.35 ,2.09 
14.90 ,16.72 ,,,10.44 ,10.69 ,-2.44 ,2.09 
14.90 ,16.68 ,,,10.44 ,10.69 ,-2.45 ,2.09 
14.89 ,16.68 ,,,10.44 ,10.69 ,-2.48 ,2.15 
14.87 ,16.64 ,,,10.43 ,10.69 ,-2.49 ,2.15 
14.86 ,16.57 ,,,10.43 ,10.69 ,-2.50 ,2.16 
14.86 ,16.56 ,,,10.43 ,10.69 ,-2.55 ,2.21 
14.86 ,16.51 ,,,10.43 ,10.69 ,-2.55 ,2.24 
14.86 ,16.49 ,,,10.43 ,10.67 ,-2.56 ,2.24 
14.86 ,16.48 ,,,10.43 ,10.66 ,-2.57 ,2.25 
14.85 ,16.46 ,,,10.43 ,10.66 ,-2.67 ,2.27 
14.84 ,16.46 ,,,10.43 ,10.66 ,-2.68 ,2.31 
14.84 ,16.46 ,,,10.43 ,10.65 ,-2.68 ,2.34 
14.84 ,16.42 ,,,10.43 ,10.64 ,-2.71 ,2.53 
14.83 ,16.39 ,,,10.42 ,10.64 ,-2.71 ,2.54 
14.81 ,16.39 ,,,10.42 ,10.64 ,-2.72 ,2.59 
14.81 ,16.39 ,,,10.42 ,10.64 ,-2.75 ,2.68 
14.79 ,16.38 ,,,10.42 ,10.64 ,-2.75 ,2.68 
14.78 ,16.38 ,,,10.42 ,10.64 ,-2.81 ,2.68 
14.78 ,16.33 ,,,10.40 ,10.63 ,-2.84 ,2.68 
14.78 ,16.33 ,,,10.40 ,10.63 ,-2.88 ,2.68 
14.77 ,16.33 ,,,10.40 ,10.63 ,-2.88 ,2.77 
14.76 ,16.33 ,,,10.40 ,10.63 ,-2.90 ,2.77 
14.75 ,16.33 ,,,10.40 ,10.63 ,-2.91 ,2.80 
14.75 ,16.33 ,,,10.40 ,10.63 ,-2.96 ,2.84 
14.75 ,16.27 ,,,10.39 ,10.62 ,-3.01 ,2.98 
14.74 ,16.27 ,,,10.39 ,10.62 ,-3.05 ,3.21 
14.72 ,16.27 ,,,10.39 ,10.62 ,-3.07 ,3.25 
14.68 ,16.27 ,,,10.39 ,10.62 ,-3.11 ,3.29 
14.67 ,16.22 ,,,10.39 ,10.62 ,-3.32 ,3.31 
14.66 ,16.21 ,,,10.39 ,10.61 ,-3.35 ,3.40 
14.66 ,16.21 ,,,10.38 ,10.59 ,-3.37 ,3.44 
14.66 ,16.21 ,,,10.38 ,10.58 ,-3.38 ,3.47 
14.66 ,16.21 ,,,10.38 ,10.58 ,-3.52 ,3.65 
14.66 ,16.21 ,,,10.38 ,10.58 ,-3.58 ,3.68 
14.66 ,16.21 ,,,10.37 ,10.58 ,-3.75 ,3.91 
14.65 ,16.21 ,,,10.37 ,10.58 ,-3.82 ,4.03 
14.65 ,16.21 ,,,10.37 ,10.58 ,-3.86 ,4.03 
14.62 ,16.21 ,,,10.37 ,10.57 ,-3.95 ,4.05 
14.62 ,16.21 ,,,10.37 ,10.57 ,-4.00 ,4.07 
14.61 ,16.21 ,,,10.34 ,10.57 ,-4.21 ,4.17 
14.61 ,16.21 ,,,10.34 ,10.57 ,-4.30 ,4.17 
14.59 ,16.19 ,,,10.34 ,10.56 ,-4.50 ,4.21 
14.59 ,16.19 ,,,10.34 ,10.56 ,-4.51 ,4.21 
14.57 ,16.19 ,,,10.34 ,10.56 ,-4.55 ,4.29 
14.52 ,16.19 ,,,10.33 ,10.56 ,-4.57 ,4.31 
14.52 ,16.19 ,,,10.32 ,10.56 ,-4.57 ,4.53 
14.52 ,16.19 ,,,10.32 ,10.54 ,-4.61 ,4.76 
14.52 ,16.19 ,,,10.30 ,10.54 ,-5.37 ,4.78 
14.52 ,16.17 ,,,10.30 ,10.54 ,-5.40 ,4.78 
14.50 ,16.17 ,,,10.30 ,10.53 ,-5.51 ,4.81 
14.48 ,16.17 ,,,10.30 ,10.50 ,-5.58 ,4.88 
14.45 ,16.17 ,,,10.30 ,10.50 ,-5.64 ,4.88 
14.44 ,16.17 ,,,10.30 ,10.49 ,-5.73 ,4.88 
14.44 ,16.17 ,,,10.30 ,10.49 ,-5.73 ,4.89 
14.42 ,16.15 ,,,10.30 ,10.49 ,-5.84 ,5.10 
14.41 ,16.13 ,,,10.29 ,10.49 ,-5.86 ,5.11 
14.41 ,16.10 ,,,10.29 ,10.49 ,-6.22 ,5.24 
14.41 ,16.03 ,,,10.28 ,10.49 ,-6.42 ,5.42 
14.41 ,16.03 ,,,10.28 ,10.49 ,-6.55 ,5.58 
14.40 ,16.03 ,,,10.28 ,10.49 ,-6.82 ,5.70 
14.40 ,16.03 ,,,10.28 ,10.49 ,-7.24 ,8.08 
14.40 ,16.03 ,,,10.28 ,10.49 ,-7.32 ,8.62 
14.40 ,16.03 ,,,10.27 ,10.49 ,-7.43 ,9.95 
14.40 ,16.03 ,,,10.26 ,10.49 ,,
14.40 ,16.03 ,,,10.26 ,10.49 ,,
14.40 ,16.03 ,,,10.26 ,10.49 ,,
14.39 ,16.02 ,,,10.26 ,10.49 ,,
14.37 ,15.95 ,,,10.26 ,10.49 ,,
14.36 ,15.93 ,,,10.25 ,10.49 ,,
14.35 ,15.92 ,,,10.25 ,10.49 ,,
14.35 ,15.88 ,,,10.25 ,10.48 ,,
14.35 ,15.79 ,,,10.25 ,10.48 ,,
14.35 ,15.79 ,,,10.25 ,10.46 ,,
14.35 ,15.72 ,,,10.25 ,10.46 ,,
14.31 ,15.71 ,,,10.25 ,10.46 ,,
14.28 ,15.62 ,,,10.24 ,10.46 ,,
14.27 ,15.61 ,,,10.24 ,10.46 ,,
14.27 ,15.61 ,,,10.24 ,10.46 ,,
14.27 ,15.61 ,,,10.24 ,10.46 ,,
14.25 ,15.61 ,,,10.24 ,10.46 ,,
14.21 ,15.61 ,,,10.24 ,10.46 ,,
14.21 ,15.61 ,,,10.24 ,10.46 ,,
14.21 ,15.61 ,,,10.23 ,10.44 ,,
14.21 ,15.61 ,,,10.23 ,10.44 ,,
14.20 ,15.60 ,,,10.22 ,10.44 ,,
14.19 ,15.56 ,,,10.22 ,10.44 ,,
14.18 ,15.53 ,,,10.22 ,10.44 ,,
14.18 ,15.53 ,,,10.22 ,10.44 ,,
14.17 ,15.51 ,,,10.22 ,10.44 ,,
14.17 ,15.51 ,,,10.22 ,10.43 ,,
14.16 ,15.51 ,,,10.22 ,10.43 ,,
14.16 ,15.48 ,,,10.22 ,10.43 ,,
14.16 ,15.46 ,,,10.22 ,10.42 ,,
14.16 ,15.43 ,,,10.22 ,10.41 ,,
14.16 ,15.43 ,,,10.22 ,10.39 ,,
14.16 ,15.42 ,,,10.22 ,10.39 ,,
14.16 ,15.40 ,,,10.21 ,10.38 ,,
14.15 ,15.40 ,,,10.20 ,10.37 ,,
14.14 ,15.40 ,,,10.20 ,10.37 ,,
14.14 ,15.37 ,,,10.20 ,10.34 ,,
14.14 ,15.32 ,,,10.20 ,10.34 ,,
14.14 ,15.29 ,,,10.19 ,10.34 ,,
14.14 ,15.29 ,,,10.19 ,10.33 ,,
14.14 ,15.29 ,,,10.19 ,10.33 ,,
14.11 ,15.28 ,,,10.19 ,10.33 ,,
14.11 ,15.24 ,,,10.19 ,10.32 ,,
14.11 ,15.23 ,,,10.19 ,10.32 ,,
14.11 ,15.23 ,,,10.19 ,10.32 ,,
14.09 ,15.23 ,,,10.18 ,10.32 ,,
14.07 ,15.23 ,,,10.18 ,10.31 ,,
14.07 ,15.23 ,,,10.18 ,10.30 ,,
14.06 ,15.19 ,,,10.18 ,10.28 ,,
14.06 ,15.18 ,,,10.18 ,10.27 ,,
14.06 ,15.18 ,,,10.16 ,10.27 ,,
14.04 ,15.18 ,,,10.16 ,10.27 ,,
14.04 ,15.18 ,,,10.16 ,10.26 ,,
14.04 ,15.18 ,,,10.15 ,10.26 ,,
14.03 ,15.14 ,,,10.14 ,10.26 ,,
14.01 ,15.13 ,,,10.13 ,10.23 ,,
14.00 ,15.12 ,,,10.13 ,10.23 ,,
13.97 ,15.12 ,,,10.12 ,10.23 ,,
13.96 ,15.12 ,,,10.12 ,10.23 ,,
13.96 ,15.12 ,,,10.12 ,10.23 ,,
13.96 ,15.12 ,,,10.12 ,10.21 ,,
13.96 ,15.08 ,,,10.12 ,10.20 ,,
13.96 ,15.07 ,,,10.12 ,10.19 ,,
13.94 ,15.05 ,,,10.12 ,10.19 ,,
13.93 ,15.05 ,,,10.12 ,10.19 ,,
13.93 ,15.05 ,,,10.12 ,10.18 ,,
13.92 ,15.05 ,,,10.12 ,10.18 ,,
13.91 ,15.02 ,,,10.11 ,10.18 ,,
13.89 ,14.98 ,,,10.11 ,10.18 ,,
13.89 ,14.95 ,,,10.11 ,10.17 ,,
13.89 ,14.95 ,,,10.11 ,10.16 ,,
13.86 ,14.95 ,,,10.11 ,10.14 ,,
13.86 ,14.95 ,,,10.11 ,10.13 ,,
13.86 ,14.94 ,,,10.11 ,10.13 ,,
13.86 ,14.94 ,,,10.11 ,10.13 ,,
13.86 ,14.94 ,,,10.11 ,10.12 ,,
13.86 ,14.94 ,,,10.11 ,10.12 ,,
13.86 ,14.89 ,,,10.11 ,10.12 ,,
13.86 ,14.85 ,,,10.11 ,10.12 ,,
13.86 ,14.85 ,,,10.11 ,10.12 ,,
13.86 ,14.85 ,,,10.10 ,10.12 ,,
13.85 ,14.79 ,,,10.10 ,10.09 ,,
13.85 ,14.79 ,,,10.10 ,10.08 ,,
13.85 ,14.79 ,,,10.10 ,10.08 ,,
13.85 ,14.79 ,,,10.10 ,10.08 ,,
13.85 ,14.78 ,,,10.10 ,10.08 ,,
13.83 ,14.75 ,,,10.10 ,10.06 ,,
13.82 ,14.72 ,,,10.10 ,10.05 ,,
13.81 ,14.72 ,,,10.10 ,10.05 ,,
13.81 ,14.72 ,,,10.09 ,10.05 ,,
13.81 ,14.72 ,,,10.09 ,10.05 ,,
13.81 ,14.72 ,,,10.09 ,10.05 ,,
13.81 ,14.70 ,,,10.08 ,10.05 ,,
13.81 ,14.69 ,,,10.07 ,10.05 ,,
13.80 ,14.63 ,,,10.07 ,10.05 ,,
13.80 ,14.61 ,,,10.07 ,10.05 ,,
13.79 ,14.59 ,,,10.06 ,10.04 ,,
13.79 ,14.59 ,,,10.06 ,10.04 ,,
13.78 ,14.57 ,,,10.06 ,10.04 ,,
13.78 ,14.54 ,,,10.06 ,10.03 ,,
13.78 ,14.53 ,,,10.04 ,10.02 ,,
13.78 ,14.48 ,,,10.04 ,10.02 ,,
13.78 ,14.47 ,,,10.04 ,10.02 ,,
13.77 ,14.46 ,,,10.04 ,10.02 ,,
13.76 ,14.42 ,,,10.04 ,10.01 ,,
13.76 ,14.42 ,,,10.04 ,10.01 ,,
13.76 ,14.42 ,,,10.04 ,10.01 ,,
13.76 ,14.42 ,,,10.03 ,9.99 ,,
13.75 ,14.40 ,,,10.03 ,9.99 ,,
13.74 ,14.39 ,,,10.00 ,9.99 ,,
13.74 ,14.37 ,,,9.98 ,9.99 ,,
13.74 ,14.37 ,,,9.98 ,9.99 ,,
13.74 ,14.37 ,,,9.98 ,9.98 ,,
13.74 ,14.37 ,,,9.98 ,9.95 ,,
13.73 ,14.37 ,,,9.98 ,9.95 ,,
13.73 ,14.37 ,,,9.98 ,9.95 ,,
13.73 ,14.34 ,,,9.98 ,9.95 ,,
13.73 ,14.34 ,,,9.98 ,9.93 ,,
13.73 ,14.34 ,,,9.98 ,9.93 ,,
13.73 ,14.32 ,,,9.97 ,9.92 ,,
13.71 ,14.30 ,,,9.97 ,9.92 ,,
13.71 ,14.30 ,,,9.97 ,9.91 ,,
13.67 ,14.28 ,,,9.97 ,9.91 ,,
13.67 ,14.28 ,,,9.97 ,9.91 ,,
13.66 ,14.28 ,,,9.97 ,9.91 ,,
13.66 ,14.28 ,,,9.97 ,9.89 ,,
13.66 ,14.27 ,,,9.97 ,9.89 ,,
13.66 ,14.27 ,,,9.97 ,9.88 ,,
13.66 ,14.27 ,,,9.97 ,9.88 ,,
13.66 ,14.27 ,,,9.97 ,9.88 ,,
13.66 ,14.19 ,,,9.96 ,9.88 ,,
13.66 ,14.19 ,,,9.96 ,9.88 ,,
13.66 ,14.18 ,,,9.96 ,9.88 ,,
13.66 ,14.17 ,,,9.95 ,9.83 ,,
13.66 ,14.16 ,,,9.95 ,9.83 ,,
13.66 ,14.16 ,,,9.94 ,9.82 ,,
13.66 ,14.16 ,,,9.94 ,9.81 ,,
13.66 ,14.16 ,,,9.94 ,9.81 ,,
13.66 ,14.16 ,,,9.94 ,9.81 ,,
13.66 ,14.13 ,,,9.94 ,9.81 ,,
13.65 ,14.13 ,,,9.94 ,9.81 ,,
13.65 ,14.09 ,,,9.94 ,9.81 ,,
13.65 ,14.08 ,,,9.94 ,9.81 ,,
13.65 ,14.05 ,,,9.94 ,9.81 ,,
13.65 ,14.05 ,,,9.94 ,9.81 ,,
13.65 ,14.01 ,,,9.94 ,9.79 ,,
13.64 ,14.00 ,,,9.93 ,9.77 ,,
13.63 ,13.98 ,,,9.92 ,9.74 ,,
13.63 ,13.96 ,,,9.92 ,9.74 ,,
13.63 ,13.96 ,,,9.92 ,9.74 ,,
13.63 ,13.93 ,,,9.92 ,9.74 ,,
13.63 ,13.93 ,,,9.91 ,9.73 ,,
13.63 ,13.92 ,,,9.91 ,9.73 ,,
13.62 ,13.92 ,,,9.91 ,9.73 ,,
13.62 ,13.89 ,,,9.91 ,9.72 ,,
13.62 ,13.88 ,,,9.90 ,9.71 ,,
13.62 ,13.88 ,,,9.90 ,9.71 ,,
13.62 ,13.88 ,,,9.90 ,9.70 ,,
13.62 ,13.88 ,,,9.90 ,9.70 ,,
13.61 ,13.84 ,,,9.90 ,9.70 ,,
13.60 ,13.80 ,,,9.90 ,9.70 ,,
13.60 ,13.78 ,,,9.90 ,9.69 ,,
13.60 ,13.75 ,,,9.89 ,9.68 ,,
13.60 ,13.74 ,,,9.89 ,9.67 ,,
13.60 ,13.74 ,,,9.89 ,9.67 ,,
13.60 ,13.74 ,,,9.89 ,9.67 ,,
13.60 ,13.74 ,,,9.88 ,9.67 ,,
13.58 ,13.74 ,,,9.88 ,9.67 ,,
13.58 ,13.74 ,,,9.88 ,9.67 ,,
13.58 ,13.74 ,,,9.87 ,9.67 ,,
13.58 ,13.73 ,,,9.87 ,9.67 ,,
13.57 ,13.72 ,,,9.87 ,9.67 ,,
13.57 ,13.72 ,,,9.87 ,9.66 ,,
13.56 ,13.72 ,,,9.87 ,9.66 ,,
13.55 ,13.72 ,,,9.87 ,9.66 ,,
13.50 ,13.72 ,,,9.87 ,9.66 ,,
13.49 ,13.70 ,,,9.86 ,9.66 ,,
13.48 ,13.68 ,,,9.86 ,9.66 ,,
13.48 ,13.67 ,,,9.85 ,9.66 ,,
13.47 ,13.67 ,,,9.85 ,9.65 ,,
13.47 ,13.67 ,,,9.85 ,9.64 ,,
13.45 ,13.67 ,,,9.85 ,9.64 ,,
13.45 ,13.65 ,,,9.85 ,9.64 ,,
13.45 ,13.65 ,,,9.85 ,9.62 ,,
13.45 ,13.62 ,,,9.85 ,9.62 ,,
13.45 ,13.62 ,,,9.84 ,9.62 ,,
13.44 ,13.62 ,,,9.84 ,9.62 ,,
13.44 ,13.62 ,,,9.84 ,9.62 ,,
13.44 ,13.61 ,,,9.84 ,9.62 ,,
13.44 ,13.61 ,,,9.84 ,9.62 ,,
13.44 ,13.61 ,,,9.84 ,9.62 ,,
13.44 ,13.58 ,,,9.84 ,9.60 ,,
13.44 ,13.54 ,,,9.84 ,9.59 ,,
13.42 ,13.54 ,,,9.83 ,9.59 ,,
13.39 ,13.52 ,,,9.83 ,9.58 ,,
13.37 ,13.49 ,,,9.83 ,9.56 ,,
13.37 ,13.49 ,,,9.83 ,9.55 ,,
13.35 ,13.49 ,,,9.83 ,9.55 ,,
13.35 ,13.49 ,,,9.83 ,9.55 ,,
13.35 ,13.49 ,,,9.81 ,9.54 ,,
13.35 ,13.48 ,,,9.80 ,9.54 ,,
13.34 ,13.47 ,,,9.80 ,9.54 ,,
13.34 ,13.47 ,,,9.80 ,9.52 ,,
13.34 ,13.47 ,,,9.80 ,9.50 ,,
13.33 ,13.47 ,,,9.79 ,9.50 ,,
13.33 ,13.47 ,,,9.79 ,9.50 ,,
13.33 ,13.47 ,,,9.78 ,9.50 ,,
13.33 ,13.47 ,,,9.78 ,9.50 ,,
13.33 ,13.47 ,,,9.78 ,9.49 ,,
13.33 ,13.47 ,,,9.78 ,9.49 ,,
13.33 ,13.45 ,,,9.78 ,9.49 ,,
13.33 ,13.45 ,,,9.78 ,9.49 ,,
13.32 ,13.45 ,,,9.77 ,9.49 ,,
13.32 ,13.45 ,,,9.77 ,9.48 ,,
13.32 ,13.45 ,,,9.75 ,9.47 ,,
13.32 ,13.43 ,,,9.74 ,9.47 ,,
13.32 ,13.40 ,,,9.74 ,9.46 ,,
13.32 ,13.40 ,,,9.74 ,9.45 ,,
13.32 ,13.40 ,,,9.73 ,9.45 ,,
13.32 ,13.39 ,,,9.72 ,9.45 ,,
13.31 ,13.38 ,,,9.72 ,9.45 ,,
13.30 ,13.35 ,,,9.72 ,9.45 ,,
13.28 ,13.35 ,,,9.72 ,9.44 ,,
13.28 ,13.35 ,,,9.71 ,9.43 ,,
13.28 ,13.35 ,,,9.71 ,9.42 ,,
13.26 ,13.35 ,,,9.70 ,9.42 ,,
13.22 ,13.35 ,,,9.70 ,9.42 ,,
13.22 ,13.34 ,,,9.70 ,9.39 ,,
13.21 ,13.34 ,,,9.69 ,9.39 ,,
